id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
1092037538674387771,Sojourn Charming Home Only 8 Minutes From Dupont C,39930655,Sojourn,,"Dupont Circle, Connecticut Avenue/K Street",38.9135289,-77.0467992,Entire home/apt,223,31,2,2024-07-20,0.12,257,351,0,
1092066506008649847,Prime 1BR in NoMa | nr Union Market & Station,561894308,Global Luxury Suites,,"Union Station, Stanton Park, Kingman Park",38.9034,-77.00522,Entire home/apt,,1,6,2025-08-05,0.30,35,363,4,Exempt
1092066514476814430,Harris Teeter is nrby | 1st Str. 1BR w/ Heat & AC,561894308,Global Luxury Suites,,"Union Station, Stanton Park, Kingman Park",38.9034,-77.00522,Entire home/apt,,1,3,2024-03-20,0.09,35,363,0,Exempt
1092066523506177534,2BR Near Union Market | Lux Amenities,561894308,Global Luxury Suites,,"Union Station, Stanton Park, Kingman Park",38.9034,-77.00522,Entire home/apt,,1,29,2025-05-26,0.85,35,363,1,Exempt
1092084174342497804,near Metro’s Red Line | Gym | Restaurant access,561894308,Global Luxury Suites,,"Union Station, Stanton Park, Kingman Park",38.9034,-77.00522,Entire home/apt,181,1,138,2025-06-27,4.04,35,363,135,Exempt
1092084182819668405,"Modern 2BR Getaway in Central City Center, DC",561894308,Global Luxury Suites,,"Union Station, Stanton Park, Kingman Park",38.9034,-77.00522,Entire home/apt,241,1,2,2024-05-22,0.06,35,363,0,Exempt
1092084191991674988,nr H Street Corridor 1BR | Mins from US Capitol,561894308,Global Luxury Suites,,"Union Station, Stanton Park, Kingman Park",38.9034,-77.00522,Entire home/apt,171,1,91,2025-09-02,2.58,35,363,17,Exempt
1092084207176572568,Pristine 1BR Just Steps to Dining & Entertainment,561894308,Global Luxury Suites,,"Union Station, Stanton Park, Kingman Park",38.9034,-77.00522,Entire home/apt,,1,14,2024-03-03,0.59,35,363,0,Exempt
1092084215413537437,nr Union Market 1BR w/ City Center Views,561894308,Global Luxury Suites,,"Union Station, Stanton Park, Kingman Park",38.9034,-77.00522,Entire home/apt,171,1,3,2024-03-03,0.13,35,363,0,Exempt
1092084223723300665,Luxe Amenities | Sleek Cap Hill 2BR nr Malls,561894308,Global Luxury Suites,,"Union Station, Stanton Park, Kingman Park",38.9034,-77.00522,Entire home/apt,,1,15,2025-09-21,0.50,35,363,7,Exempt
1092084230944196725,"Airy DC 2BR nr Parks, Walk to Restaurants & Shops",561894308,Global Luxury Suites,,"Union Station, Stanton Park, Kingman Park",38.9034,-77.00522,Entire home/apt,,1,3,2024-03-27,0.11,35,363,0,Exempt
1092084246019795768,Enjoy Cap Hill Views | 1BR w Balcony | nr Metro,561894308,Global Luxury Suites,,"Union Station, Stanton Park, Kingman Park",38.9034,-77.00522,Entire home/apt,,1,10,2024-12-25,0.41,35,363,6,Exempt
1092084254609853581,Equipped Gym & Self-catering Kitchen 1BR in DC,561894308,Global Luxury Suites,,"Union Station, Stanton Park, Kingman Park",38.9034,-77.00522,Entire home/apt,,1,4,2024-07-27,0.17,35,363,0,Exempt
1092084262994334717,Modern 1BR in NoMA | Rooftop Pool | GLS,561894308,Global Luxury Suites,,"Union Station, Stanton Park, Kingman Park",38.9034,-77.00522,Entire home/apt,181,1,27,2025-09-01,1.12,35,363,9,Exempt
1092084273744572142,Easy Travel Anywhere w/ Metro | Rooftop Deck,561894308,Global Luxury Suites,,"Union Station, Stanton Park, Kingman Park",38.9034,-77.00522,Entire home/apt,,1,6,2024-11-30,0.25,35,363,3,Exempt
1092084282679766835,DC Historic district 1BR | Free Outdoor wifi,561894308,Global Luxury Suites,,"Union Station, Stanton Park, Kingman Park",38.9034,-77.00522,Entire home/apt,,1,17,2023-07-31,0.59,35,363,0,Exempt
1092089727768788761,First Street Steps from Union Station | Gym,561894308,Global Luxury Suites,,"Union Station, Stanton Park, Kingman Park",38.9034,-77.00522,Entire home/apt,181,1,49,2025-06-22,1.66,35,363,3,Exempt
1092089736487904404,Noma Del1BR nr States Capitol & Historic sites,561894308,Global Luxury Suites,,"Union Station, Stanton Park, Kingman Park",38.9034,-77.00522,Entire home/apt,181,1,3,2025-06-23,0.10,35,363,1,Exempt
1092089744388774672,Lux 1BR | Sunny & Spacious | Eat-In Kitchen,561894308,Global Luxury Suites,,"Union Station, Stanton Park, Kingman Park",38.9034,-77.00522,Entire home/apt,,1,4,2024-05-07,0.19,35,363,0,Exempt
1092089752079713031,Deluxe Room w/ Balcony in Heart of Capitol Hill,561894308,Global Luxury Suites,,"Union Station, Stanton Park, Kingman Park",38.9034,-77.00522,Entire home/apt,191,1,12,2025-07-17,0.54,35,363,9,Exempt
